?Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At,Genre
spotify:track:2gmV7K1xaMwmCQLeGFyCMJ,JULY,Kris Wu,JULY,1,1,186980,spotify:user:jennunyan,2017-10-22T01:24:06Z,"""c-pop"", ""hip hop"", ""r&b"""
spotify:track:3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),"Kygo, Selena Gomez",It Ain't Me (with Selena Gomez),1,1,220780,spotify:user:jennunyan,2017-02-16T06:15:10Z,"""edm"", ""minimal dub"", ""pop"", ""tropical house"""
spotify:track:34RyM99miX6VVrbVcI9n1i,Summer of Love (Radio Edit),"Kyler England, Myon & Shane 54",Summer of Love,1,2,258750,spotify:user:jennunyan,2016-12-04T07:46:13Z,"""progressive house"", ""progressive trance"", ""trance"", ""uplifting trance"""
spotify:track:7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Leona Lewis,Spirit,1,1,262466,spotify:user:jennunyan,2016-11-26T22:29:48Z,"""dance pop"", ""europop"", ""neo mellow"", ""pop"", ""pop christmas"", ""pop rock"", ""post-teen pop"", ""r&b"", ""talent show"", ""urban contemporary"", ""viral pop"""
spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,Better in Time,Leona Lewis,Spirit,1,2,234173,spotify:user:jennunyan,2016-11-26T22:29:51Z,"""dance pop"", ""europop"", ""neo mellow"", ""pop"", ""pop christmas"", ""pop rock"", ""post-teen pop"", ""r&b"", ""talent show"", ""urban contemporary"", ""viral pop"""
spotify:track:1cXh5RlWvZCyhGPDi8pk0y,My Hands,Leona Lewis,Echo,1,8,252600,spotify:user:jennunyan,2017-01-24T13:59:56Z,"""dance pop"", ""europop"", ""neo mellow"", ""pop"", ""pop christmas"", ""pop rock"", ""post-teen pop"", ""r&b"", ""talent show"", ""urban contemporary"", ""viral pop"""
spotify:track:5DHiJG7S1WC9QMAYuSAmKc,Cactus In the Valley (feat Owl City) [Acoustic] - JOHNNYSWIM,Lights,Siberia (Acoustic),1,2,202906,spotify:user:jennunyan,2016-11-28T04:56:20Z,"""canadian pop"", ""indie poptimism"", ""indietronica"", ""pop"""
spotify:track:3DDGhkxq3FeUorZppSgeLE,Somewhere Only We Know,Lily Allen,Somewhere Only We Know,1,1,208154,spotify:user:jennunyan,2016-12-25T23:17:16Z,"""dance pop"", ""europop"", ""folk-pop"", ""pop"", ""pop rock"", ""post-teen pop"""
spotify:track:3cdmLOVYY9vht4a1THRJcZ,You're Not There,Lukas Graham,Lukas Graham,1,10,202893,spotify:user:jennunyan,2017-01-18T05:56:45Z,"""pop"""
spotify:track:67DNRQWjRLMFvekBRprYtW,What Happened To Perfect,Lukas Graham,Lukas Graham,1,8,236853,spotify:user:jennunyan,2017-01-18T08:29:01Z,"""pop"""
spotify:track:53QOM9f9pVYIks7FKb7A1c,Someone Like You,Mac Miller,Watching Movies with the Sound Off,1,14,261797,spotify:user:jennunyan,2016-12-19T10:39:48Z,"""hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap music"", ""underground hip hop"""
spotify:track:2lpygKqzPFtItQ4ss3cgfb,Cinderella (feat. Ty Dolla $ign),"Mac Miller, Ty Dolla $ign",The Divine Feminine,1,5,480186,spotify:user:jennunyan,2016-12-19T10:39:52Z,"""hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap music"", ""underground hip hop"""
spotify:track:1UCDE2UIE5cC6B1o0nsrSv,La Lune,"Madeon, Dan Smith",Adventure (Deluxe),1,4,219840,spotify:user:jennunyan,2017-01-11T02:24:28Z,"""alternative dance"", ""big room"", ""brostep"", ""catstep"", ""complextro"", ""edm"", ""electro house"", ""electronic trap"", ""filter house"", ""indietronica"", ""progressive electro house"", ""tropical house"""
spotify:track:3rsq3qtqNBId48c0IVraTS,Pay No Mind,"Madeon, Passion Pit",Adventure (Deluxe),1,5,249440,spotify:user:jennunyan,2017-01-11T02:24:24Z,"""alternative dance"", ""big room"", ""brostep"", ""catstep"", ""complextro"", ""edm"", ""electro house"", ""electronic trap"", ""filter house"", ""indietronica"", ""progressive electro house"", ""tropical house"""
spotify:track:5KAgd2yW7tktrKDsJhO9Fr,Who Do You Love,Marianas Trench,Astoria,1,11,232099,spotify:user:jennunyan,2016-12-07T06:00:24Z,"""emo"", ""modern rock"", ""pixie"", ""pop"", ""pop emo"", ""pop punk"", ""post-teen pop"", ""viral pop"""
spotify:track:4QGTgLNy7PTgb6nCIRKPcd,One Love,Marianas Trench,Astoria,1,4,241452,spotify:user:jennunyan,2016-12-07T06:51:31Z,"""emo"", ""modern rock"", ""pixie"", ""pop"", ""pop emo"", ""pop punk"", ""post-teen pop"", ""viral pop"""
spotify:track:5BCF7rRAEIaKnFzzSshNmm,Forget Me Not,Marianas Trench,Astoria,1,15,228276,spotify:user:jennunyan,2016-12-07T06:55:12Z,"""emo"", ""modern rock"", ""pixie"", ""pop"", ""pop emo"", ""pop punk"", ""post-teen pop"", ""viral pop"""
spotify:track:0EkUR4pPr7ZbafA2DZFNsq,One Night,Matthew Koma,One Night,1,1,213733,spotify:user:jennunyan,2016-12-04T07:46:22Z,"""pop"", ""dance pop"""
spotify:track:5RF9VrERfOBmnERIAHOGQH,Lights Down Low,MAX,Lights Down Low - EP,1,1,224386,spotify:user:jennunyan,2016-11-25T22:21:51Z,"""pop"", ""post-teen pop"", ""teen pop"", ""viral pop"""
spotify:track:0xw1rc3qLpfsWlgtVzwszM,When You Loved Me Least,Michl,Michl,1,5,216906,spotify:user:jennunyan,2016-12-28T03:36:49Z,"""indie poptimism"", ""vapor soul"""
spotify:track:5O06nbk5wDRr1WR3Tyo0Af,Die Trying,Michl,Michl,1,4,208214,spotify:user:jennunyan,2016-12-28T03:36:57Z,"""indie poptimism"", ""vapor soul"""
spotify:track:6UKQqrX26fiwC6ab7Subn2,Broken Roots,Michl,Michl,1,3,226000,spotify:user:jennunyan,2016-12-28T03:37:05Z,"""indie poptimism"", ""vapor soul"""
spotify:track:3iNizDntew1elWNnMqaAAw,Tell Me the Same,Michl,Michl,1,2,238000,spotify:user:jennunyan,2016-12-28T03:37:12Z,"""indie poptimism"", ""vapor soul"""
spotify:track:6MDA9JR00rgB20dIVqaDe9,Kill Our Way to Heaven,Michl,Michl,1,1,234929,spotify:user:jennunyan,2016-12-28T03:38:05Z,"""indie poptimism"", ""vapor soul"""
spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,All I Want Is You,1,1,195373,spotify:user:jennunyan,2016-12-11T09:31:20Z,"""dance pop"", ""hip hop"", ""hip pop"", ""indie r&b"", ""pop"", ""pop rap"", ""r&b"", ""rap"", ""southern hip hop"", ""trap music"", ""urban contemporary"""
spotify:track:3CCyVdprlcXui4ZwMw1hNS,I Took A Pill In Ibiza,Mike Posner,"At Night, Alone.",1,2,280800,spotify:user:jennunyan,2016-12-14T07:47:56Z,"""dance pop"", ""edm"", ""pop"", ""pop rap"", ""post-teen pop"", ""tropical house"""
spotify:track:0arMbHvtmybHW4XagxDV27,Not That Simple,Mike Posner,"At Night, Alone.",1,3,234106,spotify:user:jennunyan,2016-12-14T07:47:59Z,"""dance pop"", ""edm"", ""pop"", ""pop rap"", ""post-teen pop"", ""tropical house"""
spotify:track:2cYrMB0tg8Bt2zUOgOhEgg,Buried In Detroit,Mike Posner,"At Night, Alone.",1,11,246413,spotify:user:jennunyan,2016-12-14T08:58:25Z,"""dance pop"", ""edm"", ""pop"", ""pop rap"", ""post-teen pop"", ""tropical house"""
spotify:track:1xrswfCJon29PllLGlyPEP,Silence,"Mike Posner, Labrinth","At Night, Alone.",1,6,255933,spotify:user:jennunyan,2016-12-14T07:54:05Z,"""dance pop"", ""edm"", ""pop"", ""pop rap"", ""post-teen pop"", ""tropical house"""
spotify:track:3oeviI5Yj7SDVfEkglg5pM,Salvage,MTNS,Salvage,1,1,193984,spotify:user:jennunyan,2016-11-28T18:59:05Z,"""aussietronica"""
spotify:track:5pqUc0SPA1EmhdOyD9Ou45,Sexual,"NEIKED, Dyo",Sexual,1,1,188888,spotify:user:jennunyan,2017-02-23T10:41:37Z,"""house"", ""pop"", ""tropical house"""
spotify:track:3a1jueL2ywaBNJABJZWYdQ,Peaches,New Heights,New Heights EP,1,3,241573,spotify:user:jennunyan,2016-11-28T04:54:51Z,"""alternative pop rock"""
spotify:track:5NQJnRpJHRaupdegphntQT,Jealous - Remix,"Nick Jonas, Tinashe",Nick Jonas X2,1,18,222186,spotify:user:jennunyan,2016-12-21T08:43:20Z,"""dance pop"", ""pop"", ""pop christmas"", ""post-teen pop"", ""tropical house"", ""viral pop"""
spotify:track:3lSDIJ2abCrOdDJ6pshUap,Close,"Nick Jonas, Tove Lo",Last Year Was Complicated,1,3,234213,spotify:user:jennunyan,2016-12-21T08:38:36Z,"""dance pop"", ""pop"", ""pop christmas"", ""post-teen pop"", ""tropical house"", ""viral pop"""
spotify:track:0OwEskGUqCMgkSY7JkJS7x,Heartache,ONE OK ROCK,35xxxv (Deluxe Edition),1,6,265213,spotify:user:jennunyan,2016-11-26T22:47:23Z,"""anime"", ""j-metal"", ""j-pop"", ""j-rock"", ""otacore"""
spotify:track:2eAGYm45dzThfY6hwSerMU,All Mine,ONE OK ROCK,JINSEI KAKETE BOKU WA,1,9,276480,spotify:user:jennunyan,2016-11-26T22:47:36Z,"""anime"", ""j-metal"", ""j-pop"", ""j-rock"", ""otacore"""
spotify:track:0YAMQSmHk6BSUGTYpaoqTJ,Wherever you are,ONE OK ROCK,Niche Syndrome,1,9,295600,spotify:user:jennunyan,2016-11-28T23:45:12Z,"""anime"", ""j-metal"", ""j-pop"", ""j-rock"", ""otacore"""
spotify:track:6jDpNY9UT7L4ZruWx78tAQ,Last Dance,ONE OK ROCK,35xxxv (Deluxe Edition),1,14,229586,spotify:user:jennunyan,2016-11-29T07:56:08Z,"""anime"", ""j-metal"", ""j-pop"", ""j-rock"", ""otacore"""
spotify:track:3gLFpb4L5jwOMQMFuZM4jp,the same as...,ONE OK ROCK,JINSEI KAKETE BOKU WA,1,13,276640,spotify:user:jennunyan,2016-11-29T07:56:26Z,"""anime"", ""j-metal"", ""j-pop"", ""j-rock"", ""otacore"""
spotify:track:36rXRdVigyIu1HA4F31zgf,C.h.a.o.s.m.y.t.h.,ONE OK ROCK,Zanky? Reference,1,5,318426,spotify:user:jennunyan,2017-02-15T16:25:10Z,"""anime"", ""j-metal"", ""j-pop"", ""j-rock"", ""otacore"""
spotify:track:4u3qi4mgvCQzeTSIuUWHzl,Take What You Want (feat. 5 Seconds of Summer),"ONE OK ROCK, 5 Seconds of Summer",Ambitions,1,14,243333,spotify:user:jennunyan,2017-02-12T03:33:09Z,"""anime"", ""j-metal"", ""j-pop"", ""j-rock"", ""otacore"""
spotify:track:5mQNY6pTeSDl2doFB7uLbE,Kids,OneRepublic,Oh My My,1,4,238386,spotify:user:jennunyan,2016-12-14T06:04:40Z,"""dance pop"", ""piano rock"", ""pop"", ""pop christmas"", ""pop rock"""
spotify:track:7DFNE7NO0raLIUbgzY2rzm,Let Her Go,Passenger,All The Little Lights,1,2,252866,spotify:user:jennunyan,2016-12-25T23:17:27Z,"""indie folk"", ""neo mellow"", ""pop"""
spotify:track:0WjvB0SzNvgmuM46UjcMr8,Lifted Up (1985),Passion Pit,Kindred,1,1,263293,spotify:user:jennunyan,2016-12-04T07:45:59Z,"""alternative dance"", ""folk-pop"", ""indie pop"", ""indie rock"", ""indietronica"", ""modern rock"", ""new rave"", ""shimmer pop"", ""synthpop"""
spotify:track:4wv3QDYHpCRtPnvCq6qzdb,We Should Be Together,Pia Mia,We Should Be Together,1,1,224440,spotify:user:jennunyan,2016-12-20T00:59:45Z,"""dance pop"", ""deep pop r&b"", ""pop"", ""post-teen pop"", ""r&b"", ""teen pop"", ""tropical house"", ""viral pop"""
spotify:track:3ISYGHoYnu4gos6JNMfL4z,Shelter,"Porter Robinson, Madeon",Shelter,1,1,218964,spotify:user:jennunyan,2016-11-27T19:13:28Z,"""big room"", ""brostep"", ""catstep"", ""complextro"", ""edm"", ""electro house"", ""electronic trap"", ""progressive electro house"", ""tropical house"""
spotify:track:1cG0umU5TKStygKsPFZ9pY,Shed a Light,"Robin Schulz, David Guetta, Cheat Codes",Shed A Light,1,1,191379,spotify:user:jennunyan,2017-01-10T20:29:37Z,"""deep euro house"", ""deep house"", ""edm"", ""pop"", ""tropical house"""
spotify:track:5vUNRJsvEOUsz4sbKkJpFr,Latch - Acoustic,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),1,12,223429,spotify:user:jennunyan,2016-11-28T00:39:21Z,"""dance pop"", ""pop"""
spotify:track:60qgg890t9qRIWxEo3wO8s,Restart,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),1,11,232779,spotify:user:jennunyan,2016-11-28T00:39:49Z,"""dance pop"", ""pop"""
spotify:track:1eUtyz3sWA42VYsiqbfQoZ,Lay Me Down,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),1,10,253208,spotify:user:jennunyan,2016-11-28T00:39:52Z,"""dance pop"", ""pop"""
spotify:track:4JHkidVQCWtXwrzjdh5tbM,I'm Not The Only One,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),1,5,239316,spotify:user:jennunyan,2016-11-28T00:39:56Z,"""dance pop"", ""pop"""
spotify:track:2QXmZCQwDsXxSgAGEEY5ep,Nirvana,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),1,17,202268,spotify:user:jennunyan,2016-11-28T00:40:10Z,"""dance pop"", ""pop"""
spotify:track:64GRDrL1efgXclrhVCeuA0,Lay Me Down,"Sam Smith, John Legend",In The Lonely Hour (Drowning Shadows Edition),1,23,219535,spotify:user:jennunyan,2016-11-28T00:39:18Z,"""dance pop"", ""pop"""
spotify:track:4oa14QBfWRDfJy2agySy0L,Gravity,Sara Bareilles,Little Voice,1,12,232760,spotify:user:jennunyan,2016-11-26T22:30:04Z,"""acoustic pop"", ""dance pop"", ""folk christmas"", ""folk-pop"", ""lilith"", ""neo mellow"", ""pop"", ""pop christmas"", ""pop rock"", ""post-teen pop"", ""singer-songwriter"", ""viral pop"""
spotify:track:4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,Little Voice,1,1,258826,spotify:user:jennunyan,2016-12-21T10:59:19Z,"""acoustic pop"", ""dance pop"", ""folk christmas"", ""folk-pop"", ""lilith"", ""neo mellow"", ""pop"", ""pop christmas"", ""pop rock"", ""post-teen pop"", ""singer-songwriter"", ""viral pop"""
spotify:track:3MJYHwhJIA99vVSjBtg16j,Sober,Selena Gomez,Revival,1,5,194826,spotify:user:jennunyan,2016-12-10T22:46:26Z,"""dance pop"", ""pop"", ""post-teen pop"""
spotify:track:3DffsNcxFpBM1Q6lmWTEzO,Lay Me Down in Paper Hearts,SoCal VoCals,VoCabulary,1,4,245333,spotify:user:jennunyan,2017-02-27T22:47:34Z,"""a cappella"", ""college a cappella"""
spotify:track:1CI6YgwwNq3VfhgxPuEpE6,Ride,SoMo,SoMo,1,10,289133,spotify:user:jennunyan,2016-11-28T10:42:07Z,"""dance pop"", ""deep pop r&b"", ""pop"", ""pop rap"", ""post-teen pop"", ""r&b"", ""teen pop"", ""urban contemporary"""
spotify:track:12h3gYIl9UAEZEMFjUNGli,I Know You Like Me,Sound,I Know You Like Me,1,1,267233,spotify:user:jennunyan,2017-02-19T23:54:11Z,"""pop"""
spotify:track:78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,"Starley, Ryan Riback",Call On Me (Remixes),1,6,222040,spotify:user:jennunyan,2017-01-10T20:17:11Z,"""tropical house"""
spotify:track:7e2w51EvyaVD5oQBoyRuZb,Chasing the Rain,Tenderfoot,Beginnings EP,1,6,264900,spotify:user:jennunyan,2017-04-14T08:29:27Z,"""pop"""
spotify:track:5hc71nKsUgtwQ3z52KEKQk,Somebody Else,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",1,10,347520,spotify:user:jennunyan,2016-11-28T01:19:56Z,"""modern rock"", ""nu gaze"", ""pop"", ""shiver pop"""
spotify:track:316r1KLN0bcmpr7TZcMCXT,The Sound,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",1,13,248880,spotify:user:jennunyan,2016-11-28T01:20:01Z,"""modern rock"", ""nu gaze"", ""pop"", ""shiver pop"""
spotify:track:44Ljlpy44mHvLJxcYUvTK0,Chocolate,The 1975,The 1975,1,4,224640,spotify:user:jennunyan,2016-12-11T22:08:31Z,"""modern rock"", ""nu gaze"", ""pop"", ""shiver pop"""
spotify:track:36YLqJHsNHHODwX5gDPEBb,Settle Down,The 1975,The 1975,1,9,239853,spotify:user:jennunyan,2016-12-11T22:08:42Z,"""modern rock"", ""nu gaze"", ""pop"", ""shiver pop"""
spotify:track:6BkUBVHoGXjOF3bpBkQ4aP,Robbers,The 1975,The 1975,1,10,254493,spotify:user:jennunyan,2016-12-11T22:08:45Z,"""modern rock"", ""nu gaze"", ""pop"", ""shiver pop"""
spotify:track:6d8jFIWMRwhVYe7SCQwlqL,Girls,The 1975,The 1975,1,11,254600,spotify:user:jennunyan,2016-12-11T22:08:49Z,"""modern rock"", ""nu gaze"", ""pop"", ""shiver pop"""
spotify:track:6tKBCvbaUoBRPk5kHH836j,Pressure,The 1975,The 1975,1,15,221373,spotify:user:jennunyan,2016-12-11T22:08:59Z,"""modern rock"", ""nu gaze"", ""pop"", ""shiver pop"""
spotify:track:0a612uSmQ7zXV54buD9LSn,The City,The 1975,The 1975,1,2,206893,spotify:user:jennunyan,2016-12-11T22:09:12Z,"""modern rock"", ""nu gaze"", ""pop"", ""shiver pop"""
spotify:track:15vzANxN8G9wWfwAJLLMCg,Paris,The Chainsmokers,Paris,1,1,221520,spotify:user:jennunyan,2017-01-15T17:20:43Z,"""edm"", ""pop"", ""tropical house"""
spotify:track:1dNIEtp7AY3oDAKCGg2XkH,Something Just Like This,"The Chainsmokers, Coldplay",Something Just Like This,1,1,247626,spotify:user:jennunyan,2017-02-23T06:47:22Z,"""edm"", ""pop"", ""tropical house"""
spotify:track:7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,Hot Fuss,1,2,222586,spotify:user:jennunyan,2016-12-15T01:22:45Z,"""alternative rock"", ""indie christmas"", ""indie pop"", ""indie rock"", ""modern rock"", ""permanent wave"", ""pop christmas"", ""rock"", ""vegas indie"""
spotify:track:08yezFIhte4aFiDpmQmQlP,What Ever Happened?,The Strokes,Room On Fire,1,1,169506,spotify:user:jennunyan,2016-12-15T01:23:03Z,"""alternative rock"", ""blues-rock"", ""garage rock"", ""indie pop"", ""indie rock"", ""modern rock"", ""permanent wave"", ""rock"""
spotify:track:22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,Beauty Behind The Madness,1,7,213520,spotify:user:jennunyan,2016-11-29T03:49:37Z,"""canadian pop"", ""pop"", ""rap"""
spotify:track:25KybV9BOUlvcnv7nN3Pyo,In The Night,The Weeknd,Beauty Behind The Madness,1,10,235653,spotify:user:jennunyan,2016-12-11T09:38:57Z,"""canadian pop"", ""pop"", ""rap"""
spotify:track:50iiDJGpAPdr2VTrz999XA,House Of Balloons / Glass Table Girls,The Weeknd,Trilogy,1,3,405213,spotify:user:jennunyan,2016-12-11T09:39:08Z,"""canadian pop"", ""pop"", ""rap"""
spotify:track:6u0dQik0aif7FQlrhycG1L,The Morning,The Weeknd,Trilogy,1,4,312426,spotify:user:jennunyan,2016-12-11T09:39:11Z,"""canadian pop"", ""pop"", ""rap"""
spotify:track:6VwBbL8CzPiC4QV66ay7oR,Wicked Games,The Weeknd,Trilogy,1,5,323746,spotify:user:jennunyan,2016-12-11T09:39:14Z,"""canadian pop"", ""pop"", ""rap"""
spotify:track:5fohLPNqO6TqwrZ7BoUWUT,High For This,The Weeknd,Trilogy,1,1,247226,spotify:user:jennunyan,2016-12-11T09:39:23Z,"""canadian pop"", ""pop"", ""rap"""
spotify:track:15k2nBQJ0teDmPZHrOXL2N,Ordinary Life,The Weeknd,Starboy,1,14,221920,spotify:user:jennunyan,2017-01-04T21:21:33Z,"""canadian pop"", ""pop"", ""rap"""
spotify:track:27BgDmciSjoxTG0almHTpZ,Love To Lay,The Weeknd,Starboy,1,11,223293,spotify:user:jennunyan,2017-01-04T21:21:34Z,"""canadian pop"", ""pop"", ""rap"""
spotify:track:4w2iAP3X4FkpPb5kjRdIDx,On Hold,The xx,On Hold,1,1,224133,spotify:user:jennunyan,2016-11-29T22:33:46Z,"""alternative dance"", ""downtempo"", ""dream pop"", ""indietronica"", ""synthpop"""
spotify:track:1dUU2RYiMZ9HCk6CB9Akup,City Of Angels,Thirty Seconds To Mars,LOVE LUST FAITH + DREAMS,1,4,302040,spotify:user:jennunyan,2016-12-26T01:20:32Z,"""alternative metal"", ""modern rock"", ""nu metal"", ""pop punk"", ""post-grunge"""
spotify:track:5wNXI40135ENTQu7QhoOpz,We Don't Talk Anymore,Travis Atreo,We Don't Talk Anymore,1,1,198300,spotify:user:jennunyan,2016-11-26T22:38:51Z,"""channel pop"", ""neo mellow"", ""post-teen pop"", ""viral pop"""
spotify:track:3AJUSpHPPNH1XFhOvGNFVl,Heartbreaker,Travis Atreo,Heartbreaker,1,1,252969,spotify:user:jennunyan,2017-02-21T11:02:52Z,"""channel pop"", ""neo mellow"", ""post-teen pop"", ""viral pop"""
spotify:track:6SrbZ8Mx1qySNJIFs2ohJl,Simply Amazing,Trey Songz,Chapter V (Deluxe),1,16,239866,spotify:user:jennunyan,2016-12-09T05:53:16Z,"""dance pop"", ""dwn trap"", ""indie r&b"", ""pop"", ""pop christmas"", ""pop rap"", ""r&b"", ""southern hip hop"", ""trap music"", ""urban contemporary"""
spotify:track:6jvvpPJQJy5rMOEkLlADl6,Neighbors Know My Name,Trey Songz,Ready (Deluxe),1,2,186306,spotify:user:jennunyan,2016-12-09T06:25:36Z,"""dance pop"", ""dwn trap"", ""indie r&b"", ""pop"", ""pop christmas"", ""pop rap"", ""r&b"", ""southern hip hop"", ""trap music"", ""urban contemporary"""
spotify:track:6iOlLQmMqaKVkaCJHrqmeB,Find Me,Virginia To Vegas,Utopian,1,1,195880,spotify:user:jennunyan,2016-12-07T05:32:45Z,"""indie pop"", ""dance pop"""
spotify:track:0PxPpLqp2HaKDlfeM1sWjO,Sad Song,"We The Kings, Elena Coats",So Far,1,13,226511,spotify:user:jennunyan,2017-02-19T23:50:49Z,"""emo"", ""modern rock"", ""neo mellow"", ""piano rock"", ""pop"", ""pop emo"", ""pop punk"", ""pop rock"", ""post-teen pop"", ""teen pop"", ""viral pop"""
spotify:track:66d5LIc1Zf4TBMLo7fhzLO,Eyes Nose Lips,"Z.Woods, David So",Eyes Nose Lips,1,1,235776,spotify:user:jennunyan,2017-02-17T05:13:53Z,"""deep pop r&b"""
spotify:track:6yIdwnpDHufLWgQcveTPMk,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",I Don’t Wanna Live Forever (Fifty Shades Darker),1,1,245200,spotify:user:jennunyan,2016-12-19T19:51:19Z,"""dance pop"", ""pop"", ""post-teen pop"", ""tropical house"""
